品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
村田Murata,LQH2HPN1R5MGR#,LQH2HPN_GR,1008,,1.5,μH,±20%,,Power Inductor,"L change: 1700mA | Temp rise: 1850mA(Ambient temp.85℃)
1110mA(Ambient temp.105℃) | Q/SRF: 90MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 90MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,1.5μH ±20%,1MHz,1,700mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1700mA | 1850mA(Ambient temp.85℃)
1110mA(Ambient temp.105℃) | 0.1044Ω | 90MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,1700mA,0.1044Ω,,1.5,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN220MDR#,LQH2HPN_DR,1008,,22,μH,±20%,,Power Inductor,"L change: 260mA | Temp rise: 270mA(Ambient temp.85℃)
170mA(Ambient temp.105℃) | Q/SRF: 20MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0157_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 20MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,22μH ±20%,1MHz,260mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 260mA | 270mA(Ambient temp.85℃)
170mA(Ambient temp.105℃) | 3.6Ω | 20MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,260mA,3.6Ω,,22,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_DR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN220MGR#,LQH2HPN_GR,1008,,22,μH,±20%,,Power Inductor,"L change: 460mA | Temp rise: 430mA(Ambient temp.85℃)
250mA(Ambient temp.105℃) | Q/SRF: 15MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 15MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,22μH ±20%,1MHz,460mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 460mA | 430mA(Ambient temp.85℃)
250mA(Ambient temp.105℃) | 1.632Ω | 15MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,460mA,1.632Ω,,22,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN2R2MDR#,LQH2HPN_DR,1008,,2.2,μH,±20%,,Power Inductor,"L change: 850mA | Temp rise: 820mA(Ambient temp.85℃)
500mA(Ambient temp.105℃) | Q/SRF: 50MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0157_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 50MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,2.2μH ±20%,1MHz,850mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 850mA | 820mA(Ambient temp.85℃)
500mA(Ambient temp.105℃) | 0.408Ω | 50MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,850mA,0.408Ω,,2.2,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_DR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN2R2MGR#,LQH2HPN_GR,1008,,2.2,μH,±20%,,Power Inductor,"L change: 1550mA | Temp rise: 1470mA(Ambient temp.85℃)
850mA(Ambient temp.105℃) | Q/SRF: 80MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 80MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,2.2μH ±20%,1MHz,1,550mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1550mA | 1470mA(Ambient temp.85℃)
850mA(Ambient temp.105℃) | 0.1608Ω | 80MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,1550mA,0.1608Ω,,2.2,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN3R3MDR#,LQH2HPN_DR,1008,,3.3,μH,±20%,,Power Inductor,"L change: 750mA | Temp rise: 730mA(Ambient temp.85℃)
440mA(Ambient temp.105℃) | Q/SRF: 45MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0157_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 45MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,3.3μH ±20%,1MHz,750mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 750mA | 730mA(Ambient temp.85℃)
440mA(Ambient temp.105℃) | 0.54Ω | 45MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,750mA,0.54Ω,,3.3,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_DR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN3R3MGR#,LQH2HPN_GR,1008,,3.3,μH,±20%,,Power Inductor,"L change: 1230mA | Temp rise: 1100mA(Ambient temp.85℃)
660mA(Ambient temp.105℃) | Q/SRF: 70MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 70MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,3.3μH ±20%,1MHz,1,230mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1230mA | 1100mA(Ambient temp.85℃)
660mA(Ambient temp.105℃) | 0.27Ω | 70MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,1230mA,0.27Ω,,3.3,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN4R7MDR#,LQH2HPN_DR,1008,,4.7,μH,±20%,,Power Inductor,"L change: 650mA | Temp rise: 650mA(Ambient temp.85℃)
390mA(Ambient temp.105℃) | Q/SRF: 40MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0157_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 40MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,4.7μH ±20%,1MHz,650mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 650mA | 650mA(Ambient temp.85℃)
390mA(Ambient temp.105℃) | 0.672Ω | 40MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,650mA,0.672Ω,,4.7,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_DR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN4R7MGR#,LQH2HPN_GR,1008,,4.7,μH,±20%,,Power Inductor,"L change: 1090mA | Temp rise: 1000mA(Ambient temp.85℃)
570mA(Ambient temp.105℃) | Q/SRF: 50MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 50MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,4.7μH ±20%,1MHz,1,090mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1090mA | 1000mA(Ambient temp.85℃)
570mA(Ambient temp.105℃) | 0.36Ω | 50MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,1090mA,0.36Ω,,4.7,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN6R8MDR#,LQH2HPN_DR,1008,,6.8,μH,±20%,,Power Inductor,"L change: 550mA | Temp rise: 490mA(Ambient temp.85℃)
300mA(Ambient temp.105℃) | Q/SRF: 35MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0157_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 35MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,6.8μH ±20%,1MHz,550mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 550mA | 490mA(Ambient temp.85℃)
300mA(Ambient temp.105℃) | 1.2Ω | 35MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,550mA,1.2Ω,,6.8,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_DR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPN6R8MGR#,LQH2HPN_GR,1008,,6.8,μH,±20%,,Power Inductor,"L change: 830mA | Temp rise: 860mA(Ambient temp.85℃)
490mA(Ambient temp.105℃) | Q/SRF: 40MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 40MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,6.8μH ±20%,1MHz,830mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 830mA | 860mA(Ambient temp.85℃)
490mA(Ambient temp.105℃) | 0.474Ω | 40MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,830mA,0.474Ω,,6.8,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPNR47MDR#,LQH2HPN_DR,1008,,0.47,μH,±20%,,Power Inductor,"L change: 1670mA | Temp rise: 1250mA(Ambient temp.85℃)
750mA(Ambient temp.105℃) | Q/SRF: 120MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0157_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C).
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C. | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 120MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,0.47μH ±20%,1MHz,1,670mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 1670mA | 1250mA(Ambient temp.85℃)
750mA(Ambient temp.105℃) | 0.168Ω | 120MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,1670mA,0.168Ω,,0.47,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_DR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPNR47MGR#,LQH2HPN_GR,1008,,0.47,μH,±20%,,Power Inductor,"L change: 2900mA | Temp rise: 2520mA(Ambient temp.85℃)
1470mA(Ambient temp.105℃) | Q/SRF: 120MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 120MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,0.47μH ±20%,1MHz,2,900mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 2900mA | 2520mA(Ambient temp.85℃)
1470mA(Ambient temp.105℃) | 0.054Ω | 120MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,2900mA,0.054Ω,,0.47,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPNR68MGR#,LQH2HPN_GR,1008,,0.68,μH,±20%,,Power Inductor,"L change: 2430mA | Temp rise: 2330mA(Ambient temp.85℃)
1350mA(Ambient temp.105℃) | Q/SRF: 110MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-0103_PDF_INDUCTOR?lastModifiedDatetime=20260305091757,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, the temperature rise caused by self-generated heat shall be limited to 40°C (at the rated current under 85°C) or 20°C (at the rated current under 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 110MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,0.68μH ±20%,1MHz,2,430mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 2430mA | 2330mA(Ambient temp.85℃)
1350mA(Ambient temp.105℃) | 0.066Ω | 110MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPN_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,2430mA,0.066Ω,,0.68,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPN_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPZ100MDR#,LQH2HPZ_DR,1008,,10,μH,±20%,,Power Inductor,"L change: 420mA | Temp rise: 430mA(Ambient temp.85℃)
260mA(Ambient temp.105℃) | Q/SRF: 30MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9143_PDF_INDUCTOR?lastModifiedDatetime=20250708072058,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 30MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,10μH ±20%,1MHz,420mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 420mA | 430mA(Ambient temp.85℃)
260mA(Ambient temp.105℃) | 1.44Ω | 30MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPZ_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,420mA,1.44Ω,,10,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPZ_DR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPZ100MGR#,LQH2HPZ_GR,1008,,10,μH,±20%,,Power Inductor,"L change: 700mA(Max.) / 800mA(Typ.) | Temp rise: Ambient temp.85℃ 710mA(Max.) 750mA(Typ.)
Ambient temp.105℃ 430mA(Max.) | Q/SRF: 30MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9128_PDF_INDUCTOR?lastModifiedDatetime=20250708072055,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 30MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.9 mm,"2.5mm ±0.2mm,2mm ±0.2mm,0.9mm ±0.1mm,10μH ±20%,1MHz,700mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 700mA(Max.) / 800mA(Typ.) | Ambient temp.85℃ 710mA(Max.) 750mA(Typ.)
Ambient temp.105℃ 430mA(Max.) | 0.672Ω | 30MHz",Active,2.5,2,0.9,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPZ_GR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,700mA(Max.) / 800mA(Typ.),0.672Ω,,10,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPZ_GR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPZ100MJR#,LQH2HPZ_JR,1008,,10,μH,±20%,,Power Inductor,"L change: 830mA | Temp rise: 830mA(Ambient temp.85℃)
490mA(Ambient temp.105℃) | Q/SRF: 30MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9129_PDF_INDUCTOR?lastModifiedDatetime=20250708072055,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max (ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max (ambient temperature 85°C to 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 30MHz",功率电感,SMT,2520/1008,2.5 x 2 x 1.1 mm,"2.5mm ±0.2mm,2mm ±0.2mm,1.1mm ±0.1mm,10μH ±20%,1MHz,830mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 830mA | 830mA(Ambient temp.85℃)
490mA(Ambient temp.105℃) | 0.456Ω | 30MHz",Active,2.5,2,1.1,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPZ_JR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,830mA,0.456Ω,,10,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPZ_JR 功率电感系列（Wire wound type (Ferrite)）
村田Murata,LQH2HPZ150MDR#,LQH2HPZ_DR,1008,,15,μH,±20%,,Power Inductor,"L change: 340mA | Temp rise: 290mA(Ambient temp.85℃)
180mA(Ambient temp.105℃) | Q/SRF: 25MHz",https://pim.murata.com/asset/pim4/inductor/JELF243A-9143_PDF_INDUCTOR?lastModifiedDatetime=20250708072058,"When rated current is applied to the products, inductance will be within ±30% of initial inductance value range.
Keep the temperature (ambient temperature plus self-generation of heat) under 125°C.
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 40°C max(ambient temperature 85°C max).
When rated current is applied to the products, temperature rise caused by self-generated heat shall be limited to 20°C max(ambient temperature 85°C to 105°C). | Construction: Wire wound type (Ferrite) | Shield: Shielded（Magnetic Resin） | Operating temp: -40～125℃ | SRF: 25MHz",功率电感,SMT,2520/1008,2.5 x 2 x 0.55 mm,"2.5mm ±0.1mm,2mm ±0.1mm,0.55mm ±0.05mm,15μH ±20%,1MHz,340mA | Wire wound type (Ferrite) | Shielded（Magnetic Resin） | -40～125℃ | 340mA | 290mA(Ambient temp.85℃)
180mA(Ambient temp.105℃) | 3Ω | 25MHz",Active,2.5,2,0.55,https://www.murata.com/search/productsearch?cate=cgInductors&partno=LQH2HPZ_DR,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API page 4,,,,,,,-40～125℃,,,,,,,,340mA,3Ω,,15,μH,±20%,,Shielded（Magnetic Resin）,,Murata LQH2HPZ_DR 功率电感系列（Wire wound type (Ferrite)）
