品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size,特殊用途
村田Murata,LQG15HS4N3C02#,LQG15HS_02,,,,,,,Current: 750mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,4.3nH ±0.2nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 750mA | 0.14Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,750mA,0.14Ω,,4.3,nH,±0.2nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS4N3S02#,LQG15HS_02,,,,,,,Current: 750mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,4.3nH ±0.3nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 750mA | 0.14Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,750mA,0.14Ω,,4.3,nH,±0.3nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS4N7B02#,LQG15HS_02,,,,,,,Current: 700mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,4.7nH ±0.1nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 700mA | 0.16Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,700mA,0.16Ω,,4.7,nH,±0.1nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS4N7C02#,LQG15HS_02,,,,,,,Current: 700mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,4.7nH ±0.2nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 700mA | 0.16Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,700mA,0.16Ω,,4.7,nH,±0.2nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS4N7S02#,LQG15HS_02,,,,,,,Current: 700mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,4.7nH ±0.3nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 700mA | 0.16Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,700mA,0.16Ω,,4.7,nH,±0.3nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS56NG02#,LQG15HS_02,,,,,,,Current: 250mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,56nH ±2%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 250mA | 0.82Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,250mA,0.82Ω,,56,nH,±2%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS56NH02#,LQG15HS_02,,,,,,,Current: 250mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,56nH ±3%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 250mA | 0.82Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,250mA,0.82Ω,,56,nH,±3%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS56NJ02#,LQG15HS_02,,,,,,,Current: 250mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,56nH ±5%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 250mA | 0.82Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,250mA,0.82Ω,,56,nH,±5%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS5N1B02#,LQG15HS_02,,,,,,,Current: 650mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,5.1nH ±0.1nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 650mA | 0.18Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,650mA,0.18Ω,,5.1,nH,±0.1nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS5N1C02#,LQG15HS_02,,,,,,,Current: 650mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,5.1nH ±0.2nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 650mA | 0.18Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,650mA,0.18Ω,,5.1,nH,±0.2nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS5N1S02#,LQG15HS_02,,,,,,,Current: 650mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,5.1nH ±0.3nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 650mA | 0.18Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,650mA,0.18Ω,,5.1,nH,±0.3nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS5N6B02#,LQG15HS_02,,,,,,,Current: 650mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,5.6nH ±0.1nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 650mA | 0.18Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,650mA,0.18Ω,,5.6,nH,±0.1nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS5N6C02#,LQG15HS_02,,,,,,,Current: 650mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,5.6nH ±0.2nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 650mA | 0.18Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,650mA,0.18Ω,,5.6,nH,±0.2nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS5N6S02#,LQG15HS_02,,,,,,,Current: 650mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,5.6nH ±0.3nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 650mA | 0.18Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,650mA,0.18Ω,,5.6,nH,±0.3nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS68NG02#,LQG15HS_02,,,,,,,Current: 250mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,68nH ±2%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 250mA | 0.92Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,250mA,0.92Ω,,68,nH,±2%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS68NH02#,LQG15HS_02,,,,,,,Current: 250mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,68nH ±3%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 250mA | 0.92Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,250mA,0.92Ω,,68,nH,±3%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS68NJ02#,LQG15HS_02,,,,,,,Current: 250mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,68nH ±5%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 250mA | 0.92Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,250mA,0.92Ω,,68,nH,±5%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS6N2B02#,LQG15HS_02,,,,,,,Current: 600mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,6.2nH ±0.1nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 600mA | 0.2Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,600mA,0.2Ω,,6.2,nH,±0.1nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS6N2C02#,LQG15HS_02,,,,,,,Current: 600mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,6.2nH ±0.2nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 600mA | 0.2Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,600mA,0.2Ω,,6.2,nH,±0.2nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS6N2S02#,LQG15HS_02,,,,,,,Current: 600mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,6.2nH ±0.3nH,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 600mA | 0.2Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,600mA,0.2Ω,,6.2,nH,±0.3nH,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS6N8G02#,LQG15HS_02,,,,,,,Current: 600mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,6.8nH ±2%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 600mA | 0.22Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,600mA,0.22Ω,,6.8,nH,±2%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS6N8H02#,LQG15HS_02,,,,,,,Current: 600mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,6.8nH ±3%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 600mA | 0.22Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,600mA,0.22Ω,,6.8,nH,±3%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS6N8J02#,LQG15HS_02,,,,,,,Current: 600mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,6.8nH ±5%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 600mA | 0.22Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,600mA,0.22Ω,,6.8,nH,±5%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS7N5G02#,LQG15HS_02,,,,,,,Current: 550mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,7.5nH ±2%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 550mA | 0.24Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,550mA,0.24Ω,,7.5,nH,±2%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS7N5H02#,LQG15HS_02,,,,,,,Current: 550mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,7.5nH ±3%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 550mA | 0.24Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,550mA,0.24Ω,,7.5,nH,±3%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS7N5J02#,LQG15HS_02,,,,,,,Current: 550mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,7.5nH ±5%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 550mA | 0.24Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,550mA,0.24Ω,,7.5,nH,±5%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS82NG02#,LQG15HS_02,,,,,,,Current: 200mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,82nH ±2%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 200mA | 1.2Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,200mA,1.2Ω,,82,nH,±2%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS82NH02#,LQG15HS_02,,,,,,,Current: 200mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,82nH ±3%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 200mA | 1.2Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,200mA,1.2Ω,,82,nH,±3%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
村田Murata,LQG15HS82NJ02#,LQG15HS_02,,,,,,,Current: 200mA,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,,射频电感,SMT,1005/0402,1 x 0.5 x 0.5 mm,"1mm ±0.05mm,0.5mm ±0.05mm,0.5mm ±0.05mm,82nH ±5%,100MHz | Multilayer type RF Inductor | Non-Shielded | -55～125℃ | Current: 200mA | 1.2Ω",Active,1,0.5,0.5,https://pim.murata.com/asset/pim4/inductor/JELF243B-0010_PDF_INDUCTOR?lastModifiedDatetime=20251223164305,Murata official PIM API,官方API抽取,2026-04-19,Murata PIM product search API rf page 5,,,,,,,-55～125℃,,,,,,,,200mA,1.2Ω,,82,nH,±5%,,Non-Shielded,,Murata LQG15HS_02 RF高频电感系列,Murata official PIM API,,,,,,,,,,,1 x 0.5 x 0.5 mm,RF Inductor
